,mouse_lemur__gene_name,human__gene_name,mouse__gene_name,
2565,RBBP8,RBBP8,Rbbp8,
2566,CAV2,CAV2,Cav2,
2567,C10H9orf50,C9orf50,1700001O22Rik,
2568,NPY1R,NPY1R,Npy1r,
2569,HIVEP3,HIVEP3,Hivep3,
2570,RAC1,RAC1,Rac1,
2571,ZNF786,ZNF786,Zfp786,
2572,SFTPB,SFTPB,Sftpb,
2573,LDHA,LDHA,Ldha,
2574,DLAT,DLAT,Dlat,
2575,NAA80,NAA80,Naa80,
2576,MYOZ2,MYOZ2,Myoz2,
2577,SENP2,SENP2,Senp2,
2578,POLG,POLG,Polg,
2579,NUPR2,NUPR2,Nupr1l,
2580,TPPP3,TPPP3,Tppp3,
2581,PKD1L3,PKD1L3,Pkd1l3,
2582,HSPB6,HSPB6,Hspb6,
2583,UBE2G1,UBE2G1,Ube2g1,
2584,TREML1,TREML1,Treml1,
2585,CCL20,CCL20,Ccl20,
2586,C3H15orf48,C15orf48,AA467197,
2587,PI4KA,PI4KA,Pi4ka,
2588,CDX2,CDX2,Cdx2,
2589,SORBS1,SORBS1,Sorbs1,
2590,ANKDD1B,ANKDD1B,Ankdd1b,
2591,NRIP1,NRIP1,Nrip1,
2592,GOT1L1,GOT1L1,Got1l1,
2593,ZCCHC10,ZCCHC10,Zcchc10,
2594,MTCP1,MTCP1,Mtcp1,
2595,MAP3K9,MAP3K9,Map3k9,
2596,RAP1GDS1,RAP1GDS1,Rap1gds1,
2597,RPL38,RPL38,Rpl38,
2598,SRP14,SRP14,Srp14,
2599,OLFML1,OLFML1,Olfml1,
2600,ARMC3,ARMC3,Armc3,
2601,MAP3K20,MAP3K20,Map3k20,
2602,CARNMT1,CARNMT1,Carnmt1,
2603,DAZAP2,DAZAP2,Dazap2,
2604,PAFAH1B2,PAFAH1B2,Pafah1b2,
2605,TMEM259,TMEM259,Tmem259,
2606,SSX2IP,SSX2IP,Ssx2ip,
2607,AFG1L,AFG1L,Afg1l,
2608,ARHGAP17,ARHGAP17,Arhgap17,
2609,OXR1,OXR1,Oxr1,
2610,CLDND2,CLDND2,Cldnd2,
2611,STMND1,STMND1,Stmnd1,
2612,TMEM247,TMEM247,Tmem247,
2613,SHD,SHD,Shd,
2614,PDE4D,PDE4D,Pde4d,
2615,EDA,EDA,Eda,
2616,SLC7A7,SLC7A7,Slc7a7,
2617,BAAT,BAAT,Baat,
2618,G2E3,G2E3,G2e3,
2619,KCNN3,KCNN3,Kcnn3,
2620,UBE2R2,UBE2R2,Ube2r2,
2621,ZCRB1,ZCRB1,Zcrb1,
2622,MSRB1,MSRB1,Msrb1,
2623,TPP2,TPP2,Tpp2,
2624,CFAP36,CFAP36,Cfap36,
2625,CSNK1A1,CSNK1A1,Csnk1a1,
2626,WIF1,WIF1,Wif1,
2627,ANKDD1A,ANKDD1A,Ankdd1a,
2628,LOC105863767,CAPN2,Capn2,
2629,SLC27A4,SLC27A4,Slc27a4,
2630,POLR2M,POLR2M,Polr2m,
2631,NSUN5,NSUN5,Nsun5,
2632,ANXA10,ANXA10,Anxa10,
2633,CDC37,CDC37,Cdc37,
2634,SPINT2,SPINT2,Spint2,
2635,EFHD1,EFHD1,Efhd1,
2636,GNB4,GNB4,Gnb4,
2637,CCNA1,CCNA1,Ccna1,
2638,C5H11orf16,C11orf16,BC051019,
2639,CACNG7,CACNG7,Cacng7,
2640,PDE6D,PDE6D,Pde6d,
2641,ZNF263,ZNF263,Zfp263,
2642,ATAD2B,ATAD2B,Atad2b,
2643,ARL9,ARL9,Arl9,
2644,RRAGC,RRAGC,Rragc,
2645,PERCC1,PERCC1,Percc1,
2646,CRCP,CRCP,Crcp,
2647,PTMS,PTMS,Ptms,
2648,DKK3,DKK3,Dkk3,
2649,NLRC3,NLRC3,Nlrc3,
2650,JAM2,JAM2,Jam2,
2651,ATP5F1A,ATP5F1A,Atp5a1,
2652,THBS1,THBS1,Thbs1,
2653,CDK5R1,CDK5R1,Cdk5r1,
2654,GFPT2,GFPT2,Gfpt2,
2655,TRPC4AP,TRPC4AP,Trpc4ap,
2656,LSS,LSS,Lss,
2657,FAM13B,FAM13B,Fam13b,
2658,CYP2S1,CYP2S1,Cyp2s1,
2659,GLP2R,GLP2R,Glp2r,
2660,RYR3,RYR3,Ryr3,
2661,PRICKLE1,PRICKLE1,Prickle1,
2662,EIF4ENIF1,EIF4ENIF1,Eif4enif1,
2663,FOCAD,FOCAD,Focad,
2664,KBTBD13,KBTBD13,Kbtbd13,
2665,HRCT1,HRCT1,Hrct1,
2666,PTPN3,PTPN3,Ptpn3,
2667,TMC4,TMC4,Tmc4,
2668,CIAO1,CIAO1,Ciao1,
2669,PPP4R1,PPP4R1,Ppp4r1,
2670,FAM169B,FAM169B,Fam169b,
2671,TAMALIN,TAMALIN,Grasp,
2672,WWOX,WWOX,Wwox,
2673,MSR1,MSR1,Msr1,
2674,PPP1R13B,PPP1R13B,Ppp1r13b,
2675,RSBN1L,RSBN1L,Rsbn1l,
2676,EIF3I,EIF3I,Eif3i,
2677,FLI1,FLI1,Fli1,
2678,WWP1,WWP1,Wwp1,
2679,EWSR1,EWSR1,Ewsr1,
2680,APMAP,APMAP,Apmap,
2681,WWC1,WWC1,Wwc1,
2682,OMA1,OMA1,Oma1,
2683,POLR2D,POLR2D,Polr2d,
2684,MORC4,MORC4,Morc4,
2685,GPRIN2,GPRIN2,Gprin2,
2686,HECTD3,HECTD3,Hectd3,
2687,TEX13A,TEX13A,Tex13a,
2688,ALMS1,ALMS1,Alms1,
2689,ZNF217,ZNF217,Zfp217,
2690,C5H11orf95,C11orf95,2700081O15Rik,
2691,UNC93B1,UNC93B1,Unc93b1,
2692,LOC105874931,UQCRC1,Uqcrc1,
2693,EMX1,EMX1,Emx1,
2694,PIK3R5,PIK3R5,Pik3r5,
2695,SMIM6,SMIM6,Smim6,
2696,MAMDC4,MAMDC4,Mamdc4,
2697,NOXO1,NOXO1,Noxo1,
2698,BAZ2A,BAZ2A,Baz2a,
2699,ZNF382,ZNF382,Zfp382,
2700,MATN1,MATN1,Matn1,
2701,CLPTM1L,CLPTM1L,Clptm1l,
2702,WNT2,WNT2,Wnt2,
2703,CCDC169,CCDC169,Ccdc169,
2704,PGAM5,PGAM5,Pgam5,
2705,EBF3,EBF3,Ebf3,
2706,MED15,MED15,Med15,
2707,PLD4,PLD4,Pld4,
2708,DENND5B,DENND5B,Dennd5b,
2709,ARL8A,ARL8A,Arl8a,
2710,GRAMD2A,GRAMD2A,Gramd2,
2711,CTDNEP1,CTDNEP1,Ctdnep1,
2712,FGFR1OP2,FGFR1OP2,Fgfr1op2,
2713,ARRDC4,ARRDC4,Arrdc4,
2714,PYGO1,PYGO1,Pygo1,
2715,DACT1,DACT1,Dact1,
2716,CDH12,CDH12,Cdh12,
2717,CAMKK1,CAMKK1,Camkk1,
2718,TARS2,TARS2,Tars2,
2719,RASGRP3,RASGRP3,Rasgrp3,
2720,MOCS2,MOCS2,Mocs2,
2721,KLHL32,KLHL32,Klhl32,
2722,GATA6,GATA6,Gata6,
2723,RTP4,RTP4,Rtp4,
2724,CHERP,CHERP,Cherp,
2725,RPAP1,RPAP1,Rpap1,
2726,CPSF7,CPSF7,Cpsf7,
2727,FBXL7,FBXL7,Fbxl7,
2728,ABCA1,ABCA1,Abca1,
2729,SLC2A6,SLC2A6,Slc2a6,
2730,NOS1,NOS1,Nos1,
2731,GSN,GSN,Gsn,
2732,PELI2,PELI2,Peli2,
2733,TBC1D7,TBC1D7,Tbc1d7,
2734,EXOSC6,EXOSC6,Exosc6,
2735,POF1B,POF1B,Pof1b,
2736,LMNTD1,LMNTD1,Lmntd1,
2737,DDC,DDC,Ddc,
2738,SMYD4,SMYD4,Smyd4,
2739,HMGXB3,HMGXB3,Hmgxb3,
2740,NGRN,NGRN,Ngrn,
2741,CREBRF,CREBRF,Crebrf,
2742,METTL18,METTL18,Mettl18,
2743,ROR2,ROR2,Ror2,
2744,TTC7A,TTC7A,Ttc7,
2745,NXPH1,NXPH1,Nxph1,
2746,NSD3,NSD3,Nsd3,
2747,OXSM,OXSM,Oxsm,
2748,SIPA1,SIPA1,Sipa1,
2749,TAF9B,TAF9B,Taf9b,
2750,OTOP1,OTOP1,Otop1,
2751,EEF1AKMT3,EEF1AKMT3,Eef1akmt3,
2752,MSC,MSC,Msc,
2753,CDK16,CDK16,Cdk16,
2754,MAPK12,MAPK12,Mapk12,
2755,DEPDC7,DEPDC7,Depdc7,
2756,MGARP,MGARP,Mgarp,
2757,IGSF6,IGSF6,Igsf6,
2758,DNAJB13,DNAJB13,Dnajb13,
2759,TMEM51,TMEM51,Tmem51,
2760,CYLC1,CYLC1,Cylc1,
2761,PACS2,PACS2,Pacs2,
2762,ZNF503,ZNF503,Zfp503,
2763,RAB3D,RAB3D,Rab3d,
2764,ADRA1A,ADRA1A,Adra1a,
2765,OTUD5,OTUD5,Otud5,
2766,IL23R,IL23R,Il23r,
2767,TNFSF15,TNFSF15,Tnfsf15,
2768,KCNH7,KCNH7,Kcnh7,
2769,DCTN6,DCTN6,Dctn6,
2770,LRRC53,LRRC53,Gm18589,
2771,SEC24D,SEC24D,Sec24d,
2772,DUS4L,DUS4L,Dus4l,
2773,RAB15,RAB15,Rab15,
2774,MED23,MED23,Med23,
2775,SYTL2,SYTL2,Sytl2,
2776,MDH1B,MDH1B,Mdh1b,
2777,CAPN5,CAPN5,Capn5,
2778,SGMS1,SGMS1,Sgms1,
2779,PCIF1,PCIF1,Pcif1,
2780,HADHB,HADHB,Hadhb,
2781,SRPK2,SRPK2,Srpk2,
2782,PLEKHA8,PLEKHA8,Plekha8,
2783,CATSPER2,CATSPER2,Catsper2,
2784,ANP32B,ANP32B,Anp32b,
2785,MAG,MAG,Mag,
2786,MTPN,MTPN,Mtpn,
2787,ATP8A1,ATP8A1,Atp8a1,
2788,RP2,RP2,Rp2,
2789,STX16,STX16,Stx16,
2790,PIGN,PIGN,Pign,
2791,IGLON5,IGLON5,Iglon5,
2792,SCAI,SCAI,Scai,
2793,C29H4orf17,C4orf17,4930579F01Rik,
2794,AQP11,AQP11,Aqp11,
2795,LOC105866701,ENGASE,Engase,
2796,NDUFAF1,NDUFAF1,Ndufaf1,
2797,GNGT2,GNGT2,Gngt2,
2798,PPP1R1A,PPP1R1A,Ppp1r1a,
2799,C17H16orf96,C16orf96,4930562C15Rik,
2800,CHAD,CHAD,Chad,
2801,GNA11,GNA11,Gna11,
2802,COL27A1,COL27A1,Col27a1,
2803,PRPF38A,PRPF38A,Prpf38a,
2804,GAA,GAA,Gaa,
2805,ZC3H12A,ZC3H12A,Zc3h12a,
2806,FGL2,FGL2,Fgl2,
2807,NUP62CL,NUP62CL,Nup62cl,
2808,LIPH,LIPH,Liph,
2809,F13B,F13B,F13b,
2810,GLRX,GLRX,Glrx,
2811,DIO1,DIO1,Dio1,
2812,LOXHD1,LOXHD1,Loxhd1,
2813,PUS1,PUS1,Pus1,
2814,KLK13,KLK13,Klk13,
2815,METTL5,METTL5,Mettl5,
2816,CBY3,CBY3,Cby3,
2817,WNT8A,WNT8A,Wnt8a,
2818,SHOX,SHOX,Rhox10,
2819,ARHGAP42,ARHGAP42,Arhgap42,
2820,ST7L,ST7L,St7l,
2821,PHC3,PHC3,Phc3,
2822,CERT1,CERT1,Col4a3bp,
2823,PTPN21,PTPN21,Ptpn21,
2824,SOX6,SOX6,Sox6,
2825,RND3,RND3,Rnd3,
2826,ELF5,ELF5,Elf5,
2827,ZFP57,ZFP57,Zfp57,
2828,SHFL,SHFL,Shfl,
2829,OTUD7B,OTUD7B,Otud7b,
2830,IGFBP7,IGFBP7,Igfbp7,
2831,MAP2,MAP2,Map2,
2832,DCLRE1C,DCLRE1C,Dclre1c,
2833,CPB1,CPB1,Cpb1,
2834,NRBP1,NRBP1,Nrbp1,
2835,CERS3,CERS3,Cers3,
2836,TIMP1,TIMP1,Timp1,
2837,ASPH,ASPH,Asph,
2838,SLC25A23,SLC25A23,Slc25a23,
2839,USP31,USP31,Usp31,
2840,MFSD10,MFSD10,Mfsd10,
2841,MPND,MPND,Mpnd,
2842,OSGEP,OSGEP,Osgep,
2843,ZNF335,ZNF335,Zfp335,
2844,HOXC5,HOXC5,Hoxc5,
2845,CSK,CSK,Csk,
2846,MPV17L2,MPV17L2,Mpv17l2,
2847,BCR,BCR,Bcr,
2848,ATP5F1D,ATP5F1D,Atp5d,
2849,UBA3,UBA3,Uba3,
2850,PPOX,PPOX,Ppox,
2851,SKP2,SKP2,Skp2,
2852,IL21,IL21,Il21,
2853,RHOBTB3,RHOBTB3,Rhobtb3,
2854,NPAS1,NPAS1,Npas1,
2855,PSMA6,PSMA6,Psma6,
2856,CRADD,CRADD,Cradd,
2857,LOC105868934,OR2I1P,Olfr94,
2858,SYNE1,SYNE1,Syne1,
2859,TNRC6C,TNRC6C,Tnrc6c,
2860,TAF6,TAF6,Taf6,
2861,TAS2R4,TAS2R4,Tas2r108,
2862,TMEM184C,TMEM184C,Tmem184c,
2863,SLC39A7,SLC39A7,Slc39a7,
2864,STAB1,STAB1,Stab1,
2865,SH2D4B,SH2D4B,Sh2d4b,
2866,IFT88,IFT88,Ift88,
2867,PTPN12,PTPN12,Ptpn12,
2868,LRRCC1,LRRCC1,Lrrcc1,
2869,SRF,SRF,Srf,
2870,ANO3,ANO3,Ano3,
2871,PES1,PES1,Pes1,
2872,IL31RA,IL31RA,Il31ra,
2873,CPM,CPM,Cpm,
2874,GRAMD1B,GRAMD1B,Gramd1b,
2875,LOC105878411,ASB3,Asb3,
2876,CALML4,CALML4,Calml4,
2877,FAM241B,FAM241B,Fam241b,
2878,SC5D,SC5D,Sc5d,
2879,ADGRF2,ADGRF2,Adgrf2,
2880,PTDSS2,PTDSS2,Ptdss2,
2881,GSDME,GSDME,Gsdme,
2882,C5H11orf54,C11orf54,4931406C07Rik,
2883,CA7,CA7,Car7,
2884,MARCHF8,MARCHF8,Marchf8,
2885,TINAG,TINAG,Tinag,
2886,LELP1,LELP1,Lelp1,
2887,APH1A,APH1A,Aph1a,
2888,SLC24A1,SLC24A1,Slc24a1,
2889,FAM207A,FAM207A,Fam207a,
2890,CCDC25,CCDC25,Ccdc25,
2891,MARCHF7,MARCHF7,Marchf7,
2892,TMEM242,TMEM242,Tmem242,
2893,CENPB,CENPB,Cenpb,
2894,DUSP1,DUSP1,Dusp1,
2895,MEAK7,MEAK7,Meak7,
2896,CPLX1,CPLX1,Cplx1,
2897,PPL,PPL,Ppl,
2898,OS9,OS9,Os9,
2899,METTL15,METTL15,Mettl15,
2900,TNPO1,TNPO1,Tnpo1,
2901,FCER1G,FCER1G,Fcer1g,
2902,TSPAN18,TSPAN18,Tspan18,
2903,PRR14L,PRR14L,Prr14l,
2904,PRMT5,PRMT5,Prmt5,
2905,UBE2J2,UBE2J2,Ube2j2,
2906,PMEPA1,PMEPA1,Pmepa1,
2907,SIKE1,SIKE1,Sike1,
2908,SGSM1,SGSM1,Sgsm1,
2909,USP39,USP39,Usp39,
2910,GDF11,GDF11,Gdf11,
2911,SLCO2B1,SLCO2B1,Slco2b1,
2912,KCNK18,KCNK18,Kcnk18,
2913,MAPKAPK2,MAPKAPK2,Mapkapk2,
2914,SS18L2,SS18L2,Ss18l2,
2915,FITM1,FITM1,Fitm1,
2916,CALR3,CALR3,Calr3,
2917,ABCE1,ABCE1,Abce1,
2918,GKAP1,GKAP1,Gkap1,
2919,RNF180,RNF180,Rnf180,
2920,CCNF,CCNF,Ccnf,
2921,DCP2,DCP2,Dcp2,
2922,GPR179,GPR179,Gpr179,
2923,ANGPTL8,ANGPTL8,Angptl8,
2924,HAS2,HAS2,Has2,
2925,ERGIC3,ERGIC3,Ergic3,
2926,PDIA4,PDIA4,Pdia4,
2927,MYO9B,MYO9B,Myo9b,
2928,KALRN,KALRN,Kalrn,
2929,FMO1,FMO1,Fmo1,
2930,ALDH7A1,ALDH7A1,Aldh7a1,
2931,ACCS,ACCS,Accs,
2932,KIAA1109,KIAA1109,4932438A13Rik,
2933,ARHGAP6,ARHGAP6,Arhgap6,
2934,CHD6,CHD6,Chd6,
2935,IPO7,IPO7,Ipo7,
2936,SRFBP1,SRFBP1,Srfbp1,
2937,DCPS,DCPS,Dcps,
2938,AAR2,AAR2,Aar2,
2939,GASK1B,GASK1B,Gask1b,
2940,SYT3,SYT3,Syt3,
2941,SPINK4,SPINK4,Spink4,
2942,SFTPD,SFTPD,Sftpd,
2943,GAPT,GAPT,Gapt,
2944,PATL1,PATL1,Patl1,
2945,SPPL2B,SPPL2B,Sppl2b,
2946,IL9R,IL9R,Il9r,
2947,ZNF655,ZNF655,Zfp655,
2948,SOD3,SOD3,Sod3,
2949,ZNF706,ZNF706,Zfp706,
2950,PREP,PREP,Prep,
2951,GLCE,GLCE,Glce,
2952,BCAN,BCAN,Bcan,
2953,MPV17L,MPV17L,Mpv17l,
2954,PLXND1,PLXND1,Plxnd1,
2955,DCAF7,DCAF7,Dcaf7,
2956,EIF1AD,EIF1AD,Eif1ad,
2957,ELP4,ELP4,Elp4,
2958,VEPH1,VEPH1,Veph1,
2959,LRRK1,LRRK1,Lrrk1,
2960,PARD3,PARD3,Pard3,
2961,KLF11,KLF11,Klf11,
2962,PAX9,PAX9,Pax9,
2963,CEBPB,CEBPB,Cebpb,
2964,RPL3,RPL3,Rpl3,
2965,SETD1A,SETD1A,Setd1a,
2966,TESK2,TESK2,Tesk2,
2967,PJA1,PJA1,Pja1,
2968,STK39,STK39,Stk39,
2969,TBL3,TBL3,Tbl3,
2970,ABHD10,ABHD10,Abhd10,
2971,WNT5B,WNT5B,Wnt5b,
2972,ASXL1,ASXL1,Asxl1,
2973,INPP5F,INPP5F,Inpp5f,
2974,RARG,RARG,Rarg,
2975,CCDC28B,CCDC28B,Ccdc28b,
2976,ELK1,ELK1,Elk1,
2977,EEF2K,EEF2K,Eef2k,
2978,PTPN23,PTPN23,Ptpn23,
2979,OTUB2,OTUB2,Otub2,
2980,PDE4B,PDE4B,Pde4b,
2981,CLIP4,CLIP4,Clip4,
2982,CD81,CD81,Cd81,
2983,CD46,CD46,Cd46,
2984,LOC105868338,POR,Por,
2985,C14H3orf18,C3orf18,6430571L13Rik,
2986,ZBP1,ZBP1,Zbp1,
2987,LOC105863216,CD207,Cd207,
2988,MMD2,MMD2,Mmd2,
2989,PRRG2,PRRG2,Prrg2,
2990,NFATC4,NFATC4,Nfatc4,
2991,RMDN1,RMDN1,Rmdn1,
2992,ELP3,ELP3,Elp3,
2993,TCF4,TCF4,Tcf4,
2994,LGALS1,LGALS1,Lgals1,
2995,VWDE,VWDE,Vwde,
2996,IER3,IER3,Ier3,
2997,TNFSF9,TNFSF9,Tnfsf9,
2998,FAM221B,FAM221B,Fam221b,
2999,CROCC2,CROCC2,Crocc2,
3000,PLOD2,PLOD2,Plod2,
3001,CDH9,CDH9,Cdh9,
3002,PDE6A,PDE6A,Pde6a,
3003,LOC105876117,NPAT,Npat,
3004,HNRNPAB,HNRNPAB,Hnrnpab,
3005,TRIT1,TRIT1,Trit1,
3006,MKRN2,MKRN2,Mkrn2,
3007,MON1A,MON1A,Mon1a,
3008,PLBD1,PLBD1,Plbd1,
3009,UBE3A,UBE3A,Ube3a,
3010,PURG,PURG,Purg,
3011,DHTKD1,DHTKD1,Dhtkd1,
3012,TG,TG,Tg,
3013,NANOS1,NANOS1,Nanos1,
3014,GLS2,GLS2,Gls2,
3015,FIS1,FIS1,Fis1,
3016,NR1I3,NR1I3,Nr1i3,
3017,F2RL1,F2RL1,F2rl1,
3018,ECHDC1,ECHDC1,Echdc1,
3019,PTPRB,PTPRB,Ptprb,
3020,PLEKHA2,PLEKHA2,Plekha2,
3021,DNAH1,DNAH1,Dnah1,
3022,NDUFB3,NDUFB3,Ndufb3,
3023,LOC105860161,C8orf44-SGK3,Sgk3,
3024,LOC105886027,HLA-DOB,H2-Ob,
3025,CALM3,CALM3,Calm3,
3026,FADS6,FADS6,Fads6,
3027,SRSF5,SRSF5,Srsf5,
3028,SMPD2,SMPD2,Smpd2,
3029,ICOS,ICOS,Icos,
3030,TTLL1,TTLL1,Ttll1,
3031,ABCB6,ABCB6,Abcb6,
3032,SYCP2,SYCP2,Sycp2,
3033,LBH,LBH,Lbh,
3034,XRRA1,XRRA1,Xrra1,
3035,ARMC7,ARMC7,Armc7,
3036,POLR3A,POLR3A,Polr3a,
3037,PROSER1,PROSER1,Proser1,
3038,CDH10,CDH10,Cdh10,
3039,HGD,HGD,Hgd,
3040,RANGRF,RANGRF,Rangrf,
3041,ALAS2,ALAS2,Alas2,
3042,MMP20,MMP20,Mmp20,
3043,POLR3D,POLR3D,Polr3d,
3044,SRGAP3,SRGAP3,Srgap3,
3045,SENP7,SENP7,Senp7,
3046,CES5A,CES5A,Ces5a,
3047,LRP2BP,LRP2BP,Lrp2bp,
3048,PPP1R3D,PPP1R3D,Ppp1r3d,
3049,MEX3B,MEX3B,Mex3b,
3050,ARL5B,ARL5B,Arl5b,
3051,FAM162B,FAM162B,Fam162b,
3052,MCRS1,MCRS1,Mcrs1,
3053,EHBP1,EHBP1,Ehbp1,
3054,HOMER1,HOMER1,Homer1,
3055,TRAIP,TRAIP,Traip,
3056,EID2B,EID2B,Eid2b,
3057,AREL1,AREL1,Arel1,
3058,HTR1F,HTR1F,Htr1f,
3059,ARHGEF37,ARHGEF37,Arhgef37,
3060,C21H12orf43,C12orf43,2210016L21Rik,
3061,B3GNT2,B3GNT2,B3gnt2,
3062,COQ3,COQ3,Coq3,
3063,MYB,MYB,Myb,
3064,XPR1,XPR1,Xpr1,
3065,PID1,PID1,Pid1,
3066,TAP1,TAP1,Tap1,
3067,RECK,RECK,Reck,
3068,CARF,CARF,Carf,
3069,GTF2B,GTF2B,Gtf2b,
3070,SLCO4A1,SLCO4A1,Slco4a1,
3071,MCPH1,MCPH1,Mcph1,
3072,TSPYL2,TSPYL2,Tspyl2,
3073,SSU72,SSU72,Ssu72,
3074,ZCCHC3,ZCCHC3,Zcchc3,
3075,IL10RA,IL10RA,Il10ra,
3076,CCDC189,CCDC189,Ccdc189,
3077,RSBN1,RSBN1,Rsbn1,
3078,NCOR2,NCOR2,Ncor2,
3079,EXOSC3,EXOSC3,Exosc3,
3080,TAPBP,TAPBP,Tapbp,
3081,UVRAG,UVRAG,Uvrag,
3082,CST6,CST6,Cst6,
3083,KAT7,KAT7,Kat7,
3084,SKOR2,SKOR2,Skor2,
3085,PAQR8,PAQR8,Paqr8,
3086,SFI1,SFI1,Sfi1,
3087,RHOU,RHOU,Rhou,
3088,GATA5,GATA5,Gata5,
3089,GPR50,GPR50,Gpr50,
3090,SOX15,SOX15,Sox15,
3091,LEPROTL1,LEPROTL1,Leprotl1,
3092,TEAD2,TEAD2,Tead2,
3093,LUM,LUM,Lum,
3094,GYS2,GYS2,Gys2,
3095,ITPRIPL2,ITPRIPL2,Itpripl2,
3096,FGD5,FGD5,Fgd5,
3097,TBC1D14,TBC1D14,Tbc1d14,
3098,GTPBP10,GTPBP10,Gtpbp10,
3099,TDRP,TDRP,Tdrp,
3100,TRPC6,TRPC6,Trpc6,
3101,FAM149B1,FAM149B1,Fam149b,
3102,DEPDC1,DEPDC1,Depdc1a,
3103,WNT7B,WNT7B,Wnt7b,
3104,GPR162,GPR162,Gpr162,
3105,KPTN,KPTN,Kptn,
3106,LOC105883673,COA5,Coa5,
3107,RNF213,RNF213,Rnf213,
3108,LOC105875007,CYB561D2,Cyb561d2,
3109,EML5,EML5,Eml5,
3110,GRIN2A,GRIN2A,Grin2a,
3111,CRYZL1,CRYZL1,Cryzl1,
3112,LOC105869074,CD163,Cd163,
3113,AQP2,AQP2,Aqp2,
3114,TNFRSF1A,TNFRSF1A,Tnfrsf1a,
3115,FOXC1,FOXC1,Foxc1,
3116,AMN,AMN,Amn,
3117,CNGA1,CNGA1,Cnga1,
3118,TBC1D13,TBC1D13,Tbc1d13,
3119,NGB,NGB,Ngb,
3120,LOC105866532,OR8D4,Olfr985,
3121,CCR6,CCR6,Ccr6,
3122,GPR157,GPR157,Gpr157,
3123,JRKL,JRKL,Jrkl,
3124,REST,REST,Rest,
3125,SPATA5,SPATA5,Spata5,
3126,TMED8,TMED8,Tmed8,
3127,ZNF280C,ZNF280C,Zfp280c,
3128,CLEC12A,CLEC12A,Clec12a,
3129,WIPI2,WIPI2,Wipi2,
3130,TMEM167B,TMEM167B,Tmem167b,
3131,TPCN1,TPCN1,Tpcn1,
3132,SELENOI,SELENOI,Selenoi,
3133,SERGEF,SERGEF,Sergef,
3134,KAT5,KAT5,Kat5,
3135,CDKL3,CDKL3,Cdkl3,
3136,CLEC2D,CLEC2D,Clec2f,
3137,LOC105880357,FAM53B,Fam53b,
3138,EPHB1,EPHB1,Ephb1,
3139,ASF1A,ASF1A,Asf1a,
3140,FBXO2,FBXO2,Fbxo2,
3141,YES1,YES1,Yes1,
3142,ELOC,ELOC,Eloc,
3143,SV2B,SV2B,Sv2b,
3144,SLC25A33,SLC25A33,Slc25a33,
3145,ITGAV,ITGAV,Itgav,
3146,RGS6,RGS6,Rgs6,
3147,COPRS,COPRS,Coprs,
3148,MRGPRG,MRGPRG,Mrgprg,
3149,IGF2BP3,IGF2BP3,Igf2bp3,
3150,LOC105877375,PANK4,Pank4,
3151,WDR31,WDR31,Wdr31,
3152,LOC105859388,COX7A2,Cox7a2,
3153,PBX2,PBX2,Pbx2,
3154,IKBKG,IKBKG,Ikbkg,
3155,PDLIM3,PDLIM3,Pdlim3,
3156,LRRC8D,LRRC8D,Lrrc8d,
3157,PMPCB,PMPCB,Pmpcb,
3158,RPL3L,RPL3L,Rpl3l,
3159,IKBKE,IKBKE,Ikbke,
3160,PAFAH2,PAFAH2,Pafah2,
3161,EEF1A2,EEF1A2,Eef1a2,
3162,GAP43,GAP43,Gap43,
3163,DBNL,DBNL,Dbnl,
3164,RFX1,RFX1,Rfx1,
3165,COBLL1,COBLL1,Cobll1,
3166,FAM81A,FAM81A,Fam81a,
3167,TSC22D1,TSC22D1,Tsc22d1,
3168,OSGIN1,OSGIN1,Osgin1,
3169,MPC2,MPC2,Mpc2,
3170,PHETA1,PHETA1,Pheta1,
3171,GBX1,GBX1,Gbx1,
3172,PAX3,PAX3,Pax3,
3173,AGBL1,AGBL1,Agbl1,
3174,LOC105859447,COA3,Coa3,
3175,LOC105865276,H4-16,H4f16,
3176,SLC9A8,SLC9A8,Slc9a8,
3177,DUOXA2,DUOXA2,Duoxa2,
3178,TMPRSS11A,TMPRSS11A,Tmprss11a,
3179,TNR,TNR,Tnr,
3180,FOXO6,FOXO6,Foxo6,
3181,STYK1,STYK1,Styk1,
3182,DNAAF2,DNAAF2,Dnaaf2,
3183,CARMIL2,CARMIL2,Carmil2,
3184,RITA1,RITA1,Rita1,
3185,COPS6,COPS6,Cops6,
3186,PTPN5,PTPN5,Ptpn5,
3187,CXHXorf58,CXorf58,Fam90a1b,
3188,UTP6,UTP6,Utp6,
3189,LZTS3,LZTS3,Lzts3,
3190,HSDL2,HSDL2,Hsdl2,
3191,ZC3H12D,ZC3H12D,Zc3h12d,
3192,MC5R,MC5R,Mc5r,
3193,STUM,STUM,Stum,
3194,NTN5,NTN5,Ntn5,
3195,TRIM50,TRIM50,Trim50,
3196,MRPS33,MRPS33,Mrps33,
3197,RASL10A,RASL10A,Rasl10a,
3198,FXYD5,FXYD5,Fxyd5,
3199,ERICH6B,ERICH6B,Erich6b,
3200,ANAPC13,ANAPC13,Anapc13,
3201,SYCP1,SYCP1,Sycp1,
3202,ALG12,ALG12,Alg12,
3203,PIH1D1,PIH1D1,Pih1d1,
3204,SEMA3E,SEMA3E,Sema3e,
3205,HCN1,HCN1,Hcn1,
